chrom	start	stop	gene	transcript	exon
5	38968045	38968132	RICTOR	NM_152756	exon12
5	38971979	38972061	RICTOR	NM_152756	exon11
5	38975639	38975706	RICTOR	NM_152756	exon10
5	38978685	38978752	RICTOR	NM_152756	exon9
5	38981969	38982138	RICTOR	NM_152756	exon8
5	38991051	38991177	RICTOR	NM_152756	exon7
5	38996921	38996984	RICTOR	NM_152756	exon6
5	39002637	39002768	RICTOR	NM_152756	exon5
5	39003660	39003724	RICTOR	NM_152756	exon4
5	39021141	39021238	RICTOR	NM_152756	exon3
5	39074213	39074260	RICTOR	NM_152756	exon2
5	39074431	39074479	RICTOR	NM_152756	exon1
5	56111401	56111882	MAP3K1	NM_005921	exon1
5	56152427	56152577	MAP3K1	NM_005921	exon2
5	56155542	56155742	MAP3K1	NM_005921	exon3
5	56160561	56160761	MAP3K1	NM_005921	exon4
5	56161167	56161283	MAP3K1	NM_005921	exon5
5	56161656	56161804	MAP3K1	NM_005921	exon6
5	56167737	56167858	MAP3K1	NM_005921	exon7
5	56168468	56168549	MAP3K1	NM_005921	exon8
5	56168652	56168832	MAP3K1	NM_005921	exon9
5	56170859	56171137	MAP3K1	NM_005921	exon10
5	56174807	56174928	MAP3K1	NM_005921	exon11
5	56176538	56176629	MAP3K1	NM_005921	exon12
5	56176910	56177099	MAP3K1	NM_005921	exon13
5	56177397	56178693	MAP3K1	NM_005921	exon14
5	56179354	56179506	MAP3K1	NM_005921	exon15
5	56180491	56180653	MAP3K1	NM_005921	exon16
5	56181759	56181890	MAP3K1	NM_005921	exon17
5	56183205	56183347	MAP3K1	NM_005921	exon18
5	56184053	56184184	MAP3K1	NM_005921	exon19
5	56189358	56189507	MAP3K1	NM_005921	exon20
5	57750410	57750601	PLK2	NM_006622	exon14
5	57750738	57750848	PLK2	NM_006622	exon13
5	57751112	57751241	PLK2	NM_006622	exon12
5	57751366	57751606	PLK2	NM_006622	exon11
5	57751853	57751982	PLK2	NM_006622	exon10
5	57752319	57752416	PLK2	NM_006622	exon9
5	57752772	57752919	PLK2	NM_006622	exon8
5	57753008	57753206	PLK2	NM_006622	exon7
5	57753315	57753410	PLK2	NM_006622	exon6
5	57753911	57753998	PLK2	NM_006622	exon5
5	57754226	57754355	PLK2	NM_006622	exon4
5	57754552	57754668	PLK2	NM_006622	exon3
5	57754812	57754919	PLK2	NM_006622	exon2
5	57755517	57755786	PLK2	NM_006622	exon1
5	67522504	67522837	PIK3R1	NM_181523	exon2
5	67569218	67569310	PIK3R1	NM_181523	exon3
5	67569767	67569841	PIK3R1	NM_181523	exon4
5	67575430	67575561	PIK3R1	NM_181523	exon5
5	67576356	67576557	PIK3R1	NM_181523	exon6
5	67576755	67576834	PIK3R1	NM_181523	exon7
5	67588087	67588189	PIK3R1	NM_181523	exon8
5	67588929	67589027	PIK3R1	NM_181523	exon9
5	67589131	67589311	PIK3R1	NM_181523	exon10
5	67589537	67589662	PIK3R1	NM_181523	exon11
5	67590364	67590506	PIK3R1	NM_181523	exon12
5	67590976	67591152	PIK3R1	NM_181523	exon13
5	67591248	67591316	PIK3R1	NM_181523	exon14
5	67591999	67592169	PIK3R1	NM_181523	exon15
5	67593240	67593429	PIK3R1	NM_181523	exon16
5	86564269	86564807	RASA1	NM_002890	exon1
5	86627165	86627317	RASA1	NM_002890	exon2
5	86628324	86628459	RASA1	NM_002890	exon3
5	86629084	86629154	RASA1	NM_002890	exon4
5	86633791	86633908	RASA1	NM_002890	exon5
5	86637107	86637138	RASA1	NM_002890	exon6
5	86642489	86642541	RASA1	NM_002890	exon7
5	86645031	86645181	RASA1	NM_002890	exon8
5	86648974	86649052	RASA1	NM_002890	exon9
5	86658368	86658488	RASA1	NM_002890	exon10
5	86659165	86659321	RASA1	NM_002890	exon11
5	86665630	86665717	RASA1	NM_002890	exon12
5	86667935	86668012	RASA1	NM_002890	exon13
5	86669980	86670137	RASA1	NM_002890	exon14
5	86670657	86670733	RASA1	NM_002890	exon15
5	86672210	86672382	RASA1	NM_002890	exon16
5	86672698	86672857	RASA1	NM_002890	exon17
5	86674213	86674355	RASA1	NM_002890	exon18
5	86675552	86675667	RASA1	NM_002890	exon19
5	86676326	86676412	RASA1	NM_002890	exon20
5	86679530	86679597	RASA1	NM_002890	exon21
5	86681118	86681206	RASA1	NM_002890	exon22
5	86682643	86682720	RASA1	NM_002890	exon23
5	86685210	86685344	RASA1	NM_002890	exon24
5	86686617	86686700	RASA1	NM_002890	exon25
5	112090588	112090722	APC	NM_000038	exon2
5	112102023	112102107	APC	NM_000038	exon3
5	112102886	112103087	APC	NM_000038	exon4
5	112111326	112111434	APC	NM_000038	exon5
5	112116487	112116600	APC	NM_000038	exon6
5	112128143	112128226	APC	NM_000038	exon7
5	112136976	112137080	APC	NM_000038	exon8
5	112151192	112151290	APC	NM_000038	exon9
5	112154663	112155041	APC	NM_000038	exon10
5	112157593	112157688	APC	NM_000038	exon11
5	112162805	112162944	APC	NM_000038	exon12
5	112163626	112163703	APC	NM_000038	exon13
5	112164553	112164669	APC	NM_000038	exon14
5	112170648	112170862	APC	NM_000038	exon15
5	112173250	112179823	APC	NM_000038	exon16
5	131893017	131893145	RAD50	NM_005732	exon1
5	131894976	131895059	RAD50	NM_005732	exon2
5	131911469	131911620	RAD50	NM_005732	exon3
5	131915009	131915194	RAD50	NM_005732	exon4
5	131915554	131915758	RAD50	NM_005732	exon5
5	131923254	131923382	RAD50	NM_005732	exon6
5	131923616	131923781	RAD50	NM_005732	exon7
5	131924379	131924572	RAD50	NM_005732	exon8
5	131925323	131925529	RAD50	NM_005732	exon9
5	131926916	131927098	RAD50	NM_005732	exon10
5	131927569	131927726	RAD50	NM_005732	exon11
5	131930561	131930736	RAD50	NM_005732	exon12
5	131931265	131931502	RAD50	NM_005732	exon13
5	131938992	131939181	RAD50	NM_005732	exon14
5	131939612	131939738	RAD50	NM_005732	exon15
5	131940498	131940691	RAD50	NM_005732	exon16
5	131944307	131944417	RAD50	NM_005732	exon17
5	131944809	131944901	RAD50	NM_005732	exon18
5	131944975	131945088	RAD50	NM_005732	exon19
5	131951695	131951822	RAD50	NM_005732	exon20
5	131953762	131953986	RAD50	NM_005732	exon21
5	131972807	131972892	RAD50	NM_005732	exon22
5	131973773	131973915	RAD50	NM_005732	exon23
5	131976364	131976497	RAD50	NM_005732	exon24
5	131977870	131978056	RAD50	NM_005732	exon25
5	149433632	149433787	CSF1R	NM_005211	exon22
5	149433885	149433993	CSF1R	NM_005211	exon21
5	149434800	149434899	CSF1R	NM_005211	exon20
5	149435589	149435700	CSF1R	NM_005211	exon19
5	149435782	149435904	CSF1R	NM_005211	exon18
5	149436850	149436947	CSF1R	NM_005211	exon17
5	149437067	149437155	CSF1R	NM_005211	exon16
5	149439263	149439425	CSF1R	NM_005211	exon15
5	149440425	149440535	CSF1R	NM_005211	exon14
5	149441054	149441158	CSF1R	NM_005211	exon13
5	149441286	149441412	CSF1R	NM_005211	exon12
5	149447778	149447893	CSF1R	NM_005211	exon11
5	149449436	149449626	CSF1R	NM_005211	exon10
5	149449745	149449865	CSF1R	NM_005211	exon9
5	149450019	149450134	CSF1R	NM_005211	exon8
5	149452864	149453056	CSF1R	NM_005211	exon7
5	149456839	149456998	CSF1R	NM_005211	exon6
5	149457675	149457811	CSF1R	NM_005211	exon5
5	149459615	149459899	CSF1R	NM_005211	exon4
5	149460330	149460587	CSF1R	NM_005211	exon3
5	149465942	149465990	CSF1R	NM_005211	exon2
5	149495326	149495509	PDGFRB	NM_002609	exon23
5	149497181	149497413	PDGFRB	NM_002609	exon22
5	149498310	149498415	PDGFRB	NM_002609	exon21
5	149499030	149499129	PDGFRB	NM_002609	exon20
5	149499575	149499686	PDGFRB	NM_002609	exon19
5	149500451	149500573	PDGFRB	NM_002609	exon18
5	149500767	149500885	PDGFRB	NM_002609	exon17
5	149501443	149501603	PDGFRB	NM_002609	exon16
5	149502605	149502764	PDGFRB	NM_002609	exon15
5	149503813	149503923	PDGFRB	NM_002609	exon14
5	149504290	149504394	PDGFRB	NM_002609	exon13
5	149505008	149505140	PDGFRB	NM_002609	exon12
5	149506083	149506177	PDGFRB	NM_002609	exon11
5	149509320	149509531	PDGFRB	NM_002609	exon10
5	149510102	149510225	PDGFRB	NM_002609	exon9
5	149511542	149511657	PDGFRB	NM_002609	exon8
5	149512313	149512505	PDGFRB	NM_002609	exon7
5	149513149	149513323	PDGFRB	NM_002609	exon6
5	149513444	149513571	PDGFRB	NM_002609	exon5
5	149514313	149514579	PDGFRB	NM_002609	exon4
5	149515118	149515441	PDGFRB	NM_002609	exon3
5	149516571	149516610	PDGFRB	NM_002609	exon2
5	170814953	170815010	NPM1	NM_002520	exon1
5	170817055	170817134	NPM1	NM_002520	exon2
5	170818309	170818428	NPM1	NM_002520	exon3
5	170818710	170818803	NPM1	NM_002520	exon4
5	170819714	170819820	NPM1	NM_002520	exon5
5	170819918	170819982	NPM1	NM_002520	exon6
5	170827157	170827214	NPM1	NM_002520	exon7
5	170827843	170827929	NPM1	NM_002520	exon8
5	170832306	170832407	NPM1	NM_002520	exon9
5	170834704	170834778	NPM1	NM_002520	exon10
5	170837531	170837569	NPM1	NM_002520	exon11
5	176516604	176516694	FGFR4	NM_213647	exon2
5	176517391	176517654	FGFR4	NM_213647	exon3
5	176517746	176517826	FGFR4	NM_213647	exon4
5	176517939	176518105	FGFR4	NM_213647	exon5
5	176518686	176518809	FGFR4	NM_213647	exon6
5	176519322	176519512	FGFR4	NM_213647	exon7
5	176519647	176519785	FGFR4	NM_213647	exon8
5	176520139	176520332	FGFR4	NM_213647	exon9
5	176520407	176520552	FGFR4	NM_213647	exon10
5	176520655	176520776	FGFR4	NM_213647	exon11
5	176522331	176522441	FGFR4	NM_213647	exon12
5	176522534	176522724	FGFR4	NM_213647	exon13
5	176523058	176523180	FGFR4	NM_213647	exon14
5	176523288	176523358	FGFR4	NM_213647	exon15
5	176523605	176523742	FGFR4	NM_213647	exon16
5	176524293	176524398	FGFR4	NM_213647	exon17
5	176524528	176524677	FGFR4	NM_213647	exon18
5	176562105	176563031	NSD1	NM_022455	exon2
5	176618885	176619020	NSD1	NM_022455	exon3
5	176631121	176631293	NSD1	NM_022455	exon4
5	176636637	176639196	NSD1	NM_022455	exon5
5	176662822	176662946	NSD1	NM_022455	exon6
5	176665238	176665508	NSD1	NM_022455	exon7
5	176666757	176666866	NSD1	NM_022455	exon8
5	176671196	176671271	NSD1	NM_022455	exon9
5	176673679	176673797	NSD1	NM_022455	exon10
5	176675182	176675325	NSD1	NM_022455	exon11
5	176678731	176678854	NSD1	NM_022455	exon12
5	176683952	176684152	NSD1	NM_022455	exon13
5	176686990	176687169	NSD1	NM_022455	exon14
5	176694563	176694719	NSD1	NM_022455	exon15
5	176696603	176696808	NSD1	NM_022455	exon16
5	176700673	176700785	NSD1	NM_022455	exon17
5	176707566	176707835	NSD1	NM_022455	exon18
5	176709466	176709582	NSD1	NM_022455	exon19
5	176710788	176710929	NSD1	NM_022455	exon20
5	176715820	176715926	NSD1	NM_022455	exon21
5	176718955	176719159	NSD1	NM_022455	exon22
5	176720833	176722460	NSD1	NM_022455	exon23
5	180030192	180030390	FLT4	NM_182925	exon30
5	180035968	180036053	FLT4	NM_182925	exon29
5	180036905	180037025	FLT4	NM_182925	exon28
5	180038331	180038479	FLT4	NM_182925	exon27
5	180039506	180039611	FLT4	NM_182925	exon26
5	180040011	180040110	FLT4	NM_182925	exon25
5	180041068	180041179	FLT4	NM_182925	exon24
5	180043367	180043489	FLT4	NM_182925	exon23
5	180043900	180043994	FLT4	NM_182925	exon22
5	180045770	180045920	FLT4	NM_182925	exon21
5	180046021	180046109	FLT4	NM_182925	exon20
5	180046253	180046366	FLT4	NM_182925	exon19
5	180046665	180046769	FLT4	NM_182925	exon18
5	180047173	180047308	FLT4	NM_182925	exon17
5	180047609	180047715	FLT4	NM_182925	exon16
5	180047876	180048007	FLT4	NM_182925	exon15
5	180048106	180048252	FLT4	NM_182925	exon14
5	180048542	180048904	FLT4	NM_182925	exon13
5	180049731	180049839	FLT4	NM_182925	exon12
5	180050935	180051061	FLT4	NM_182925	exon11
5	180052869	180053031	FLT4	NM_182925	exon10
5	180053111	180053265	FLT4	NM_182925	exon9
5	180055882	180055999	FLT4	NM_182925	exon8
5	180056259	180056427	FLT4	NM_182925	exon7
5	180056696	180056835	FLT4	NM_182925	exon6
5	180056943	180057105	FLT4	NM_182925	exon5
5	180057225	180057337	FLT4	NM_182925	exon4
5	180057555	180057799	FLT4	NM_182925	exon3
5	180058682	180058778	FLT4	NM_182925	exon2
5	180076488	180076545	FLT4	NM_182925	exon1
6	393153	393368	IRF4	NM_002460	exon2
6	394821	395007	IRF4	NM_002460	exon3
6	395847	395935	IRF4	NM_002460	exon4
6	397108	397252	IRF4	NM_002460	exon5
6	398828	398935	IRF4	NM_002460	exon6
6	401424	401777	IRF4	NM_002460	exon7
6	405018	405130	IRF4	NM_002460	exon8
6	407455	407598	IRF4	NM_002460	exon9
6	20402464	20402856	E2F3	NM_001949	exon1
6	20480077	20480188	E2F3	NM_001949	exon2
6	20481437	20481656	E2F3	NM_001949	exon3
6	20482993	20483151	E2F3	NM_001949	exon4
6	20486920	20487034	E2F3	NM_001949	exon5
6	20488344	20488479	E2F3	NM_001949	exon6
6	20490399	20490661	E2F3	NM_001949	exon7
6	26020718	26021128	HIST1H3A	NM_003529	exon1
6	26031878	26032288	HIST1H3B	NM_003537	exon1
6	26045639	26046049	HIST1H3C	NM_003531	exon1
6	26056015	26056656	HIST1H1C	NM_005319	exon1
6	26158398	26158778	HIST1H2BD	NM_021063	exon1
6	26197068	26197478	HIST1H3D	NM_003530	exon2
6	26225383	26225793	HIST1H3E	NM_003532	exon1
6	26250423	26250833	HIST1H3F	NM_021018	exon1
6	26271202	26271612	HIST1H3G	NM_003534	exon1
6	27777852	27778262	HIST1H3H	NM_003536	exon1
6	27839683	27840093	HIST1H3I	NM_003533	exon1
6	27858160	27858570	HIST1H3J	NM_003535	exon1
6	29910331	29910403	HLA-A	NM_001242758	exon1
6	29910534	29910803	HLA-A	NM_001242758	exon2
6	29911045	29911320	HLA-A	NM_001242758	exon3
6	29911899	29912174	HLA-A	NM_001242758	exon4
6	29912277	29912393	HLA-A	NM_001242758	exon5
6	29912836	29912868	HLA-A	NM_001242758	exon6
6	29913011	29913058	HLA-A	NM_001242758	exon7
6	29913228	29913232	HLA-A	NM_001242758	exon8
6	30668242	30668409	MDC1	NM_014641	exon15
6	30670330	30670440	MDC1	NM_014641	exon14
6	30670529	30670654	MDC1	NM_014641	exon13
6	30670881	30671063	MDC1	NM_014641	exon12
6	30671195	30671314	MDC1	NM_014641	exon11
6	30671398	30673875	MDC1	NM_014641	exon10
6	30675161	30675231	MDC1	NM_014641	exon9
6	30675343	30676134	MDC1	NM_014641	exon8
6	30679189	30679281	MDC1	NM_014641	exon7
6	30679444	30679503	MDC1	NM_014641	exon6
6	30679651	30681131	MDC1	NM_014641	exon5
6	30681425	30681494	MDC1	NM_014641	exon4
6	30681580	30681960	MDC1	NM_014641	exon3
6	30682817	30682952	MDC1	NM_014641	exon2
6	32163214	32163927	NOTCH4	NM_004557	exon30
6	32164101	32164198	NOTCH4	NM_004557	exon29
6	32164702	32164849	NOTCH4	NM_004557	exon28
6	32165076	32165371	NOTCH4	NM_004557	exon27
6	32166198	32166336	NOTCH4	NM_004557	exon26
6	32166426	32166507	NOTCH4	NM_004557	exon25
6	32166703	32166922	NOTCH4	NM_004557	exon24
6	32168608	32168783	NOTCH4	NM_004557	exon23
6	32168894	32169277	NOTCH4	NM_004557	exon22
6	32169853	32170376	NOTCH4	NM_004557	exon21
6	32171547	32171659	NOTCH4	NM_004557	exon20
6	32171914	32172166	NOTCH4	NM_004557	exon19
6	32178529	32178713	NOTCH4	NM_004557	exon18
6	32180251	32180404	NOTCH4	NM_004557	exon17
6	32180601	32180688	NOTCH4	NM_004557	exon16
6	32180912	32181029	NOTCH4	NM_004557	exon15
6	32181465	32181617	NOTCH4	NM_004557	exon14
6	32181887	32182032	NOTCH4	NM_004557	exon13
6	32183003	32183162	NOTCH4	NM_004557	exon12
6	32184722	32184844	NOTCH4	NM_004557	exon11
6	32184930	32185043	NOTCH4	NM_004557	exon10
6	32185772	32185885	NOTCH4	NM_004557	exon9
6	32187369	32187563	NOTCH4	NM_004557	exon8
6	32187906	32188061	NOTCH4	NM_004557	exon7
6	32188182	32188418	NOTCH4	NM_004557	exon6
6	32188533	32188655	NOTCH4	NM_004557	exon5
6	32188755	32189102	NOTCH4	NM_004557	exon4
6	32190288	32190583	NOTCH4	NM_004557	exon3
6	32190782	32190863	NOTCH4	NM_004557	exon2
6	32191633	32191705	NOTCH4	NM_004557	exon1
6	33286520	33286579	DAXX	NM_001141970	exon8
6	33286774	33286996	DAXX	NM_001141970	exon7
6	33287157	33287631	DAXX	NM_001141970	exon6
6	33287788	33288001	DAXX	NM_001141970	exon5
6	33288157	33288368	DAXX	NM_001141970	exon4
6	33288513	33289344	DAXX	NM_001141970	exon3
6	33289496	33289685	DAXX	NM_001141970	exon2
6	33290639	33290691	DAXX	NM_001141970	exon1
6	36651879	36652323	CDKN1A	NM_078467	exon3
6	36653528	36653577	CDKN1A	NM_078467	exon4
6	37138352	37138433	PIM1	NM_002648	exon1
6	37138549	37138655	PIM1	NM_002648	exon2
6	37138757	37138807	PIM1	NM_002648	exon3
6	37138901	37139267	PIM1	NM_002648	exon4
6	37140772	37140948	PIM1	NM_002648	exon5
6	37141710	37141867	PIM1	NM_002648	exon6
6	41903678	41903845	CCND3	NM_001760	exon5
6	41904297	41904433	CCND3	NM_001760	exon4
6	41904973	41905132	CCND3	NM_001760	exon3
6	41908108	41908323	CCND3	NM_001760	exon2
6	41909190	41909387	CCND3	NM_001760	exon1
6	43738984	43739049	VEGFA	NM_001171623	exon1
6	43742078	43742129	VEGFA	NM_001171623	exon2
6	43745206	43745402	VEGFA	NM_001171623	exon3
6	43746197	43746273	VEGFA	NM_001171623	exon4
6	43746626	43746655	VEGFA	NM_001171623	exon5
6	43748469	43748591	VEGFA	NM_001171623	exon6
6	43749693	43749824	VEGFA	NM_001171623	exon7
6	43752278	43752299	VEGFA	NM_001171623	exon8
6	89790614	89791153	PNRC1	NM_006813	exon1
6	89793472	89793915	PNRC1	NM_006813	exon2
6	93953144	93953258	EPHA7	NM_004440	exon17
6	93955016	93955171	EPHA7	NM_004440	exon16
6	93956510	93956703	EPHA7	NM_004440	exon15
6	93964365	93964514	EPHA7	NM_004440	exon14
6	93965546	93965755	EPHA7	NM_004440	exon13
6	93967180	93967241	EPHA7	NM_004440	exon12
6	93967817	93968002	EPHA7	NM_004440	exon11
6	93969072	93969197	EPHA7	NM_004440	exon10
6	93973578	93973633	EPHA7	NM_004440	exon9
6	93974312	93974420	EPHA7	NM_004440	exon8
6	93979195	93979378	EPHA7	NM_004440	exon7
6	93982016	93982140	EPHA7	NM_004440	exon6
6	94066435	94066770	EPHA7	NM_004440	exon5
6	94067974	94068129	EPHA7	NM_004440	exon4
6	94120219	94120888	EPHA7	NM_004440	exon3
6	94124421	94124485	EPHA7	NM_004440	exon2
6	94128963	94129059	EPHA7	NM_004440	exon1
6	106534429	106534470	PRDM1	NM_001198	exon1
6	106536076	106536324	PRDM1	NM_001198	exon2
6	106543490	106543609	PRDM1	NM_001198	exon3
6	106547175	106547427	PRDM1	NM_001198	exon4
6	106552700	106553808	PRDM1	NM_001198	exon5
6	106554246	106554374	PRDM1	NM_001198	exon6
6	106554786	106555361	PRDM1	NM_001198	exon7
6	111982942	111983150	FYN	NM_153047	exon11
6	111995702	111995833	FYN	NM_153047	exon10
6	112015578	112015731	FYN	NM_153047	exon9
6	112015831	112015907	FYN	NM_153047	exon8
6	112017480	112017659	FYN	NM_153047	exon7
6	112020718	112020873	FYN	NM_153047	exon6
6	112024088	112024237	FYN	NM_153047	exon5
6	112025202	112025305	FYN	NM_153047	exon4
6	112029125	112029223	FYN	NM_153047	exon3
6	112035550	112035646	FYN	NM_153047	exon2
6	112041008	112041254	FYN	NM_153047	exon1
6	117609655	117609965	ROS1	NM_002944	exon43
6	117622137	117622300	ROS1	NM_002944	exon42
6	117629957	117630091	ROS1	NM_002944	exon41
6	117631244	117631444	ROS1	NM_002944	exon40
6	117632183	117632280	ROS1	NM_002944	exon39
6	117638306	117638435	ROS1	NM_002944	exon38
6	117639351	117639415	ROS1	NM_002944	exon37
6	117641031	117641193	ROS1	NM_002944	exon36
6	117642422	117642557	ROS1	NM_002944	exon35
6	117645495	117645578	ROS1	NM_002944	exon34
6	117647387	117647577	ROS1	NM_002944	exon33
6	117650492	117650609	ROS1	NM_002944	exon32
6	117658335	117658503	ROS1	NM_002944	exon31
6	117662298	117662474	ROS1	NM_002944	exon30
6	117662563	117662795	ROS1	NM_002944	exon29
6	117663563	117663707	ROS1	NM_002944	exon28
6	117665223	117665425	ROS1	NM_002944	exon27
6	117674153	117674332	ROS1	NM_002944	exon26
6	117677792	117678078	ROS1	NM_002944	exon25
6	117678967	117679172	ROS1	NM_002944	exon24
6	117680972	117681174	ROS1	NM_002944	exon23
6	117681505	117681568	ROS1	NM_002944	exon22
6	117683766	117684028	ROS1	NM_002944	exon21
6	117686223	117686367	ROS1	NM_002944	exon20
6	117686744	117686904	ROS1	NM_002944	exon19
6	117687239	117687453	ROS1	NM_002944	exon18
6	117700222	117700322	ROS1	NM_002944	exon17
6	117704480	117704671	ROS1	NM_002944	exon16
6	117706846	117707024	ROS1	NM_002944	exon15
6	117708052	117708162	ROS1	NM_002944	exon14
6	117708943	117709197	ROS1	NM_002944	exon13
6	117710513	117711009	ROS1	NM_002944	exon12
6	117714387	117714484	ROS1	NM_002944	exon11
6	117715325	117715509	ROS1	NM_002944	exon10
6	117715779	117715901	ROS1	NM_002944	exon9
6	117717351	117717427	ROS1	NM_002944	exon8
6	117718078	117718279	ROS1	NM_002944	exon7
6	117724302	117724440	ROS1	NM_002944	exon6
6	117725443	117725591	ROS1	NM_002944	exon5
6	117730745	117730805	ROS1	NM_002944	exon4
6	117737421	117737480	ROS1	NM_002944	exon3
6	117739625	117739669	ROS1	NM_002944	exon2
6	117746697	117746819	ROS1	NM_002944	exon1
6	137519168	137519776	IFNGR1	NM_000416	exon7
6	137522018	137522145	IFNGR1	NM_000416	exon6
6	137524636	137524822	IFNGR1	NM_000416	exon5
6	137525469	137525641	IFNGR1	NM_000416	exon4
6	137527273	137527445	IFNGR1	NM_000416	exon3
6	137528100	137528214	IFNGR1	NM_000416	exon2
6	137540380	137540464	IFNGR1	NM_000416	exon1
6	138192365	138192659	TNFAIP3	NM_006290	exon2
6	138195982	138196172	TNFAIP3	NM_006290	exon3
6	138196825	138196972	TNFAIP3	NM_006290	exon4
6	138197133	138197303	TNFAIP3	NM_006290	exon5
6	138198213	138198393	TNFAIP3	NM_006290	exon6
6	138199569	138200488	TNFAIP3	NM_006290	exon7
6	138201208	138201389	TNFAIP3	NM_006290	exon8
6	138202172	138202456	TNFAIP3	NM_006290	exon9
6	149982865	149983374	LATS1	NM_004690	exon8
6	149997396	149997502	LATS1	NM_004690	exon7
6	149997691	149997873	LATS1	NM_004690	exon6
6	150001011	150001593	LATS1	NM_004690	exon5
6	150004215	150005728	LATS1	NM_004690	exon4
6	150016210	150016357	LATS1	NM_004690	exon3
6	150022915	150023262	LATS1	NM_004690	exon2
6	152129048	152129499	ESR1	NM_001122740	exon2
6	152163732	152163922	ESR1	NM_001122740	exon3
6	152201790	152201906	ESR1	NM_001122740	exon4
6	152265308	152265643	ESR1	NM_001122740	exon5
6	152332791	152332929	ESR1	NM_001122740	exon6
6	152382126	152382259	ESR1	NM_001122740	exon7
6	152415520	152415703	ESR1	NM_001122740	exon8
6	152419867	152420101	ESR1	NM_001122740	exon9
6	157099064	157100605	ARID1B	NM_020732	exon1
6	157150361	157150555	ARID1B	NM_020732	exon2
6	157192748	157192786	ARID1B	NM_020732	exon3
6	157222510	157222659	ARID1B	NM_020732	exon4
6	157256600	157256710	ARID1B	NM_020732	exon5
6	157405796	157406039	ARID1B	NM_020732	exon6
6	157431606	157431695	ARID1B	NM_020732	exon7
6	157454162	157454341	ARID1B	NM_020732	exon8
6	157469758	157470085	ARID1B	NM_020732	exon9
6	157488174	157488319	ARID1B	NM_020732	exon10
6	157495142	157495251	ARID1B	NM_020732	exon11
6	157502103	157502312	ARID1B	NM_020732	exon12
6	157505365	157505569	ARID1B	NM_020732	exon13
6	157510776	157510914	ARID1B	NM_020732	exon14
6	157511172	157511344	ARID1B	NM_020732	exon15
6	157517299	157517449	ARID1B	NM_020732	exon16
6	157519945	157520041	ARID1B	NM_020732	exon17
6	157521839	157522622	ARID1B	NM_020732	exon18
6	157525000	157525130	ARID1B	NM_020732	exon19
6	157527301	157529025	ARID1B	NM_020732	exon20
6	161771131	161771243	PARK2	NM_004562	exon12
6	161781120	161781237	PARK2	NM_004562	exon11
6	161807826	161807909	PARK2	NM_004562	exon10
6	161969886	161970035	PARK2	NM_004562	exon9
6	161990387	161990448	PARK2	NM_004562	exon8
6	162206804	162206940	PARK2	NM_004562	exon7
6	162394334	162394449	PARK2	NM_004562	exon6
6	162475123	162475206	PARK2	NM_004562	exon5
6	162622163	162622284	PARK2	NM_004562	exon4
6	162683557	162683797	PARK2	NM_004562	exon3
6	162864342	162864505	PARK2	NM_004562	exon2
6	163148694	163148700	PARK2	NM_004562	exon1
7	2946272	2946476	CARD11	NM_032415	exon25
7	2949684	2949799	CARD11	NM_032415	exon24
7	2951806	2951930	CARD11	NM_032415	exon23
7	2952921	2953100	CARD11	NM_032415	exon22
7	2954871	2955006	CARD11	NM_032415	exon21
7	2956924	2957019	CARD11	NM_032415	exon20
7	2958125	2958221	CARD11	NM_032415	exon19
7	2959006	2959246	CARD11	NM_032415	exon18
7	2962268	2962394	CARD11	NM_032415	exon17
7	2962766	2962967	CARD11	NM_032415	exon16
7	2963867	2963999	CARD11	NM_032415	exon15
7	2966373	2966425	CARD11	NM_032415	exon14
7	2968232	2968332	CARD11	NM_032415	exon13
7	2969626	2969708	CARD11	NM_032415	exon12
7	2972169	2972220	CARD11	NM_032415	exon11
7	2974087	2974263	CARD11	NM_032415	exon10
7	2976671	2976868	CARD11	NM_032415	exon9
7	2977541	2977666	CARD11	NM_032415	exon8
7	2978313	2978465	CARD11	NM_032415	exon7
7	2979383	2979562	CARD11	NM_032415	exon6
7	2983846	2984171	CARD11	NM_032415	exon5
7	2985453	2985590	CARD11	NM_032415	exon4
7	2987209	2987421	CARD11	NM_032415	exon3
7	2998134	2998140	CARD11	NM_032415	exon2
7	6013030	6013173	PMS2	NM_000535	exon15
7	6017219	6017388	PMS2	NM_000535	exon14
7	6018227	6018327	PMS2	NM_000535	exon13
7	6022455	6022622	PMS2	NM_000535	exon12
7	6026390	6027251	PMS2	NM_000535	exon11
7	6029431	6029586	PMS2	NM_000535	exon10
7	6031604	6031688	PMS2	NM_000535	exon9
7	6035165	6035264	PMS2	NM_000535	exon8
7	6036957	6037054	PMS2	NM_000535	exon7
7	6038739	6038906	PMS2	NM_000535	exon6
7	6042084	6042267	PMS2	NM_000535	exon5
7	6043321	6043423	PMS2	NM_000535	exon4
7	6043603	6043689	PMS2	NM_000535	exon3
7	6045523	6045662	PMS2	NM_000535	exon2
7	6048628	6048650	PMS2	NM_000535	exon1
7	6414367	6414401	RAC1	NM_018890	exon1
7	6426843	6426914	RAC1	NM_018890	exon2
7	6431555	6431672	RAC1	NM_018890	exon3
7	6438293	6438349	RAC1	NM_018890	exon4
7	6439757	6439819	RAC1	NM_018890	exon5
7	6441499	6441658	RAC1	NM_018890	exon6
7	6441947	6442077	RAC1	NM_018890	exon7
